Filename;Width;Height;Roi.X1;Roi.Y1;Roi.X2;Roi.Y2;ClassId
0_1628.ppm;128;128;0;0;128;128;43
10848.ppm;99;99;0;0;99;99;43
6072.ppm;86;86;0;0;86;86;43
0_1180.ppm;128;128;0;0;128;128;43
0_592.ppm;128;128;0;0;128;128;43
8949.ppm;54;54;0;0;54;54;43
0_672.ppm;128;128;0;0;128;128;43
12928.ppm;88;88;0;0;88;88;43
0_1740.ppm;128;128;0;0;128;128;43
0_1679.ppm;128;128;0;0;128;128;43
0_1101.ppm;128;128;0;0;128;128;43
9295.ppm;47;47;0;0;47;47;43
0_1651.ppm;128;128;0;0;128;128;43
11546.ppm;100;100;0;0;100;100;43
9618.ppm;55;55;0;0;55;55;43
0_1026.ppm;128;128;0;0;128;128;43
8586.ppm;91;91;0;0;91;91;43
9707.ppm;52;52;0;0;52;52;43
0_256.ppm;128;128;0;0;128;128;43
0_1598.ppm;128;128;0;0;128;128;43
0_1071.ppm;128;128;0;0;128;128;43
6065.ppm;82;82;0;0;82;82;43
10578.ppm;79;79;0;0;79;79;43
0_191.ppm;128;128;0;0;128;128;43
0_203.ppm;128;128;0;0;128;128;43
9732.ppm;78;78;0;0;78;78;43
0_41.ppm;128;128;0;0;128;128;43
0_1460.ppm;128;128;0;0;128;128;43
0_1721.ppm;128;128;0;0;128;128;43
0_763.ppm;128;128;0;0;128;128;43
8255.ppm;66;66;0;0;66;66;43
0_1748.ppm;128;128;0;0;128;128;43
12427.ppm;42;42;0;0;42;42;43
7259.ppm;99;99;0;0;99;99;43
0_1245.ppm;128;128;0;0;128;128;43
0_258.ppm;128;128;0;0;128;128;43
0_1092.ppm;128;128;0;0;128;128;43
0_416.ppm;128;128;0;0;128;128;43
0_131.ppm;128;128;0;0;128;128;43
2057.ppm;78;78;0;0;78;78;43
0_627.ppm;128;128;0;0;128;128;43
6352.ppm;158;158;0;0;158;158;43
0_1088.ppm;128;128;0;0;128;128;43
4284.ppm;72;72;0;0;72;72;43
153.ppm;49;49;0;0;49;49;43
322.ppm;38;38;0;0;38;38;43
0_206.ppm;128;128;0;0;128;128;43
0_31.ppm;128;128;0;0;128;128;43
3727.ppm;73;73;0;0;73;73;43
1674.ppm;42;42;0;0;42;42;43
0_1150.ppm;128;128;0;0;128;128;43
0_991.ppm;128;128;0;0;128;128;43
0_944.ppm;128;128;0;0;128;128;43
155.ppm;61;61;0;0;61;61;43
6853.ppm;76;76;0;0;76;76;43
0_750.ppm;128;128;0;0;128;128;43
0_1367.ppm;128;128;0;0;128;128;43
816.ppm;42;42;0;0;42;42;43
0_1176.ppm;128;128;0;0;128;128;43
12341.ppm;91;91;0;0;91;91;43
0_1055.ppm;128;128;0;0;128;128;43
32.ppm;100;100;0;0;100;100;43
0_32.ppm;128;128;0;0;128;128;43
0_894.ppm;128;128;0;0;128;128;43
0_781.ppm;128;128;0;0;128;128;43
0_1273.ppm;128;128;0;0;128;128;43
0_1550.ppm;128;128;0;0;128;128;43
0_1139.ppm;128;128;0;0;128;128;43
6206.ppm;61;61;0;0;61;61;43
4293.ppm;96;96;0;0;96;96;43
0_353.ppm;128;128;0;0;128;128;43
4635.ppm;110;110;0;0;110;110;43
0_817.ppm;128;128;0;0;128;128;43
0_1327.ppm;128;128;0;0;128;128;43
8678.ppm;53;53;0;0;53;53;43
556.ppm;65;65;0;0;65;65;43
12374.ppm;96;96;0;0;96;96;43
3011.ppm;82;82;0;0;82;82;43
10488.ppm;79;79;0;0;79;79;43
0_509.ppm;128;128;0;0;128;128;43
198.ppm;58;58;0;0;58;58;43
0_636.ppm;128;128;0;0;128;128;43
11969.ppm;39;39;0;0;39;39;43
11938.ppm;95;95;0;0;95;95;43
0_1591.ppm;128;128;0;0;128;128;43
0_172.ppm;128;128;0;0;128;128;43
0_692.ppm;128;128;0;0;128;128;43
0_761.ppm;128;128;0;0;128;128;43
0_588.ppm;128;128;0;0;128;128;43
3848.ppm;91;91;0;0;91;91;43
5468.ppm;70;70;0;0;70;70;43
0_1473.ppm;128;128;0;0;128;128;43
3679.ppm;84;84;0;0;84;84;43
0_1053.ppm;128;128;0;0;128;128;43
0_628.ppm;128;128;0;0;128;128;43
9504.ppm;60;60;0;0;60;60;43
0_846.ppm;128;128;0;0;128;128;43
0_924.ppm;128;128;0;0;128;128;43
10571.ppm;70;70;0;0;70;70;43
12320.ppm;75;75;0;0;75;75;43
6054.ppm;66;66;0;0;66;66;43
0_984.ppm;128;128;0;0;128;128;43
0_1764.ppm;128;128;0;0;128;128;43
0_614.ppm;128;128;0;0;128;128;43
0_1497.ppm;128;128;0;0;128;128;43
0_1616.ppm;128;128;0;0;128;128;43
0_107.ppm;128;128;0;0;128;128;43
6069.ppm;80;80;0;0;80;80;43
5629.ppm;64;64;0;0;64;64;43
2525.ppm;70;70;0;0;70;70;43
11950.ppm;85;85;0;0;85;85;43
0_1032.ppm;128;128;0;0;128;128;43
0_921.ppm;128;128;0;0;128;128;43
1676.ppm;44;44;0;0;44;44;43
0_1299.ppm;128;128;0;0;128;128;43
0_1543.ppm;128;128;0;0;128;128;43
2184.ppm;100;100;0;0;100;100;43
0_632.ppm;128;128;0;0;128;128;43
0_585.ppm;128;128;0;0;128;128;43
11806.ppm;70;70;0;0;70;70;43
8578.ppm;185;185;0;0;185;185;43
9760.ppm;59;59;0;0;59;59;43
0_241.ppm;128;128;0;0;128;128;43
578.ppm;121;121;0;0;121;121;43
10572.ppm;62;62;0;0;62;62;43
0_369.ppm;128;128;0;0;128;128;43
7507.ppm;70;70;0;0;70;70;43
0_1486.ppm;128;128;0;0;128;128;43
10163.ppm;76;76;0;0;76;76;43
12351.ppm;63;63;0;0;63;63;43
0_1774.ppm;128;128;0;0;128;128;43
0_1238.ppm;128;128;0;0;128;128;43
9498.ppm;61;61;0;0;61;61;43
0_902.ppm;128;128;0;0;128;128;43
0_1733.ppm;128;128;0;0;128;128;43
9640.ppm;59;59;0;0;59;59;43
11540.ppm;96;96;0;0;96;96;43
13484.ppm;93;93;0;0;93;93;43
10583.ppm;99;99;0;0;99;99;43
11779.ppm;125;125;0;0;125;125;43
37.ppm;121;121;0;0;121;121;43
8588.ppm;63;63;0;0;63;63;43
1655.ppm;42;42;0;0;42;42;43
0_1211.ppm;128;128;0;0;128;128;43
0_534.ppm;128;128;0;0;128;128;43
313.ppm;71;71;0;0;71;71;43
0_1411.ppm;128;128;0;0;128;128;43
0_1047.ppm;128;128;0;0;128;128;43
9291.ppm;58;58;0;0;58;58;43
0_500.ppm;128;128;0;0;128;128;43
15705.ppm;68;68;0;0;68;68;43
4492.ppm;73;73;0;0;73;73;43
0_871.ppm;128;128;0;0;128;128;43
7372.ppm;66;66;0;0;66;66;43
2598.ppm;83;83;0;0;83;83;43
12807.ppm;68;68;0;0;68;68;43
0_566.ppm;128;128;0;0;128;128;43
10722.ppm;39;39;0;0;39;39;43
2527.ppm;77;77;0;0;77;77;43
0_906.ppm;128;128;0;0;128;128;43
3934.ppm;74;74;0;0;74;74;43
0_236.ppm;128;128;0;0;128;128;43
0_346.ppm;128;128;0;0;128;128;43
10649.ppm;70;70;0;0;70;70;43
5632.ppm;74;74;0;0;74;74;43
0_177.ppm;128;128;0;0;128;128;43
9059.ppm;80;80;0;0;80;80;43
0_1344.ppm;128;128;0;0;128;128;43
13406.ppm;75;75;0;0;75;75;43
0_971.ppm;128;128;0;0;128;128;43
0_1732.ppm;128;128;0;0;128;128;43
1689.ppm;45;45;0;0;45;45;43
10720.ppm;38;38;0;0;38;38;43
11936.ppm;70;70;0;0;70;70;43
0_176.ppm;128;128;0;0;128;128;43
0_480.ppm;128;128;0;0;128;128;43
0_109.ppm;128;128;0;0;128;128;43
11970.ppm;41;41;0;0;41;41;43
9078.ppm;39;39;0;0;39;39;43
0_1577.ppm;128;128;0;0;128;128;43
8340.ppm;97;97;0;0;97;97;43
0_657.ppm;128;128;0;0;128;128;43
0_154.ppm;128;128;0;0;128;128;43
0_73.ppm;128;128;0;0;128;128;43
0_1465.ppm;128;128;0;0;128;128;43
0_1247.ppm;128;128;0;0;128;128;43
0_119.ppm;128;128;0;0;128;128;43
16226.ppm;51;51;0;0;51;51;43
4275.ppm;74;74;0;0;74;74;43
12063.ppm;87;87;0;0;87;87;43
5394.ppm;108;108;0;0;108;108;43
0_752.ppm;128;128;0;0;128;128;43
0_1674.ppm;128;128;0;0;128;128;43
1707.ppm;43;43;0;0;43;43;43
0_1241.ppm;128;128;0;0;128;128;43
0_920.ppm;128;128;0;0;128;128;43
9665.ppm;72;72;0;0;72;72;43
1505.ppm;103;103;0;0;103;103;43
12110.ppm;39;39;0;0;39;39;43
9638.ppm;46;46;0;0;46;46;43
9485.ppm;64;64;0;0;64;64;43
3578.ppm;97;97;0;0;97;97;43
0_863.ppm;128;128;0;0;128;128;43
179.ppm;102;102;0;0;102;102;43
0_953.ppm;128;128;0;0;128;128;43
0_1298.ppm;128;128;0;0;128;128;43
6071.ppm;78;78;0;0;78;78;43
583.ppm;100;100;0;0;100;100;43
0_490.ppm;128;128;0;0;128;128;43
3937.ppm;82;82;0;0;82;82;43
0_1368.ppm;128;128;0;0;128;128;43
6191.ppm;87;87;0;0;87;87;43
0_1765.ppm;128;128;0;0;128;128;43
0_1271.ppm;128;128;0;0;128;128;43
10793.ppm;73;73;0;0;73;73;43
0_1649.ppm;128;128;0;0;128;128;43
0_1541.ppm;128;128;0;0;128;128;43
3593.ppm;125;125;0;0;125;125;43
4285.ppm;76;76;0;0;76;76;43
5495.ppm;75;75;0;0;75;75;43
260.ppm;68;68;0;0;68;68;43
0_1516.ppm;128;128;0;0;128;128;43
1081.ppm;56;56;0;0;56;56;43
1983.ppm;65;65;0;0;65;65;43
0_1412.ppm;128;128;0;0;128;128;43
6293.ppm;67;67;0;0;67;67;43
13603.ppm;77;77;0;0;77;77;43
0_691.ppm;128;128;0;0;128;128;43
0_1686.ppm;128;128;0;0;128;128;43
10480.ppm;79;79;0;0;79;79;43
0_1509.ppm;128;128;0;0;128;128;43
0_14.ppm;128;128;0;0;128;128;43
0_1720.ppm;128;128;0;0;128;128;43
2784.ppm;86;86;0;0;86;86;43
0_1701.ppm;128;128;0;0;128;128;43
11517.ppm;80;80;0;0;80;80;43
0_450.ppm;128;128;0;0;128;128;43
3021.ppm;83;83;0;0;83;83;43
0_580.ppm;128;128;0;0;128;128;43
0_842.ppm;128;128;0;0;128;128;43
11117.ppm;65;65;0;0;65;65;43
0_336.ppm;128;128;0;0;128;128;43
0_510.ppm;128;128;0;0;128;128;43
10640.ppm;59;59;0;0;59;59;43
4289.ppm;88;88;0;0;88;88;43
1991.ppm;53;53;0;0;53;53;43
0_463.ppm;128;128;0;0;128;128;43
0_996.ppm;128;128;0;0;128;128;43
4216.ppm;60;60;0;0;60;60;43
0_1623.ppm;128;128;0;0;128;128;43
5638.ppm;76;76;0;0;76;76;43
0_1517.ppm;128;128;0;0;128;128;43
0_1457.ppm;128;128;0;0;128;128;43
9500.ppm;58;58;0;0;58;58;43
0_1300.ppm;128;128;0;0;128;128;43
8111.ppm;72;72;0;0;72;72;43
9730.ppm;75;75;0;0;75;75;43
0_1634.ppm;128;128;0;0;128;128;43
0_1596.ppm;128;128;0;0;128;128;43
0_1388.ppm;128;128;0;0;128;128;43
0_703.ppm;128;128;0;0;128;128;43
477.ppm;65;65;0;0;65;65;43
0_765.ppm;128;128;0;0;128;128;43
0_198.ppm;128;128;0;0;128;128;43
6344.ppm;112;112;0;0;112;112;43
14157.ppm;62;62;0;0;62;62;43
0_1224.ppm;128;128;0;0;128;128;43
0_1565.ppm;128;128;0;0;128;128;43
0_1172.ppm;128;128;0;0;128;128;43
14427.ppm;63;63;0;0;63;63;43
1719.ppm;80;80;0;0;80;80;43
2998.ppm;73;73;0;0;73;73;43
0_116.ppm;128;128;0;0;128;128;43
3145.ppm;74;74;0;0;74;74;43
0_1152.ppm;128;128;0;0;128;128;43
0_668.ppm;128;128;0;0;128;128;43
0_532.ppm;128;128;0;0;128;128;43
4684.ppm;67;67;0;0;67;67;43
0_365.ppm;128;128;0;0;128;128;43
0_1080.ppm;128;128;0;0;128;128;43
0_1337.ppm;128;128;0;0;128;128;43
0_192.ppm;128;128;0;0;128;128;43
0_1522.ppm;128;128;0;0;128;128;43
8867.ppm;77;77;0;0;77;77;43
0_50.ppm;128;128;0;0;128;128;43
3939.ppm;108;108;0;0;108;108;43
779.ppm;54;54;0;0;54;54;43
12052.ppm;63;63;0;0;63;63;43
0_62.ppm;128;128;0;0;128;128;43
0_1564.ppm;128;128;0;0;128;128;43
6087.ppm;119;119;0;0;119;119;43
0_611.ppm;128;128;0;0;128;128;43
0_1202.ppm;128;128;0;0;128;128;43
4147.ppm;82;82;0;0;82;82;43
0_305.ppm;128;128;0;0;128;128;43
4832.ppm;91;91;0;0;91;91;43
11369.ppm;69;69;0;0;69;69;43
0_939.ppm;128;128;0;0;128;128;43
4988.ppm;98;98;0;0;98;98;43
0_1727.ppm;128;128;0;0;128;128;43
0_552.ppm;128;128;0;0;128;128;43
9511.ppm;60;60;0;0;60;60;43
0_539.ppm;128;128;0;0;128;128;43
14158.ppm;64;64;0;0;64;64;43
9659.ppm;80;80;0;0;80;80;43
3950.ppm;64;64;0;0;64;64;43
0_111.ppm;128;128;0;0;128;128;43
11113.ppm;78;78;0;0;78;78;43
2593.ppm;73;73;0;0;73;73;43
0_757.ppm;128;128;0;0;128;128;43
288.ppm;72;72;0;0;72;72;43
0_922.ppm;128;128;0;0;128;128;43
0_655.ppm;128;128;0;0;128;128;43
1093.ppm;65;65;0;0;65;65;43
0_653.ppm;128;128;0;0;128;128;43
0_1157.ppm;128;128;0;0;128;128;43
0_414.ppm;128;128;0;0;128;128;43
3582.ppm;80;80;0;0;80;80;43
12092.ppm;32;32;0;0;32;32;43
11128.ppm;88;88;0;0;88;88;43
0_1062.ppm;128;128;0;0;128;128;43
0_1266.ppm;128;128;0;0;128;128;43
2713.ppm;100;100;0;0;100;100;43
4814.ppm;100;100;0;0;100;100;43
6524.ppm;50;50;0;0;50;50;43
10911.ppm;78;78;0;0;78;78;43
0_1409.ppm;128;128;0;0;128;128;43
0_413.ppm;128;128;0;0;128;128;43
8948.ppm;60;60;0;0;60;60;43
12034.ppm;93;93;0;0;93;93;43
0_1712.ppm;128;128;0;0;128;128;43
0_1532.ppm;128;128;0;0;128;128;43
8331.ppm;88;88;0;0;88;88;43
0_1036.ppm;128;128;0;0;128;128;43
12348.ppm;39;39;0;0;39;39;43
0_748.ppm;128;128;0;0;128;128;43
0_1154.ppm;128;128;0;0;128;128;43
10653.ppm;71;71;0;0;71;71;43
0_564.ppm;128;128;0;0;128;128;43
0_51.ppm;128;128;0;0;128;128;43
0_1585.ppm;128;128;0;0;128;128;43
9624.ppm;40;40;0;0;40;40;43
12655.ppm;67;67;0;0;67;67;43
0_1396.ppm;128;128;0;0;128;128;43
0_962.ppm;128;128;0;0;128;128;43
0_1107.ppm;128;128;0;0;128;128;43
0_836.ppm;128;128;0;0;128;128;43
0_373.ppm;128;128;0;0;128;128;43
476.ppm;57;57;0;0;57;57;43
4292.ppm;88;88;0;0;88;88;43
0_1464.ppm;128;128;0;0;128;128;43
0_542.ppm;128;128;0;0;128;128;43
10736.ppm;43;43;0;0;43;43;43
10194.ppm;77;77;0;0;77;77;43
0_1503.ppm;128;128;0;0;128;128;43
0_978.ppm;128;128;0;0;128;128;43
6074.ppm;78;78;0;0;78;78;43
5208.ppm;99;99;0;0;99;99;43
0_301.ppm;128;128;0;0;128;128;43
0_1191.ppm;128;128;0;0;128;128;43
9646.ppm;64;64;0;0;64;64;43
0_1387.ppm;128;128;0;0;128;128;43
3830.ppm;105;105;0;0;105;105;43
9661.ppm;67;67;0;0;67;67;43
1989.ppm;83;83;0;0;83;83;43
6707.ppm;171;171;0;0;171;171;43
5210.ppm;126;126;0;0;126;126;43
0_194.ppm;128;128;0;0;128;128;43
9105.ppm;69;69;0;0;69;69;43
0_1584.ppm;128;128;0;0;128;128;43
655.ppm;88;88;0;0;88;88;43
9793.ppm;102;102;0;0;102;102;43
2361.ppm;74;74;0;0;74;74;43
9697.ppm;64;64;0;0;64;64;43
577.ppm;109;109;0;0;109;109;43
11972.ppm;36;36;0;0;36;36;43
0_1335.ppm;128;128;0;0;128;128;43
10771.ppm;57;57;0;0;57;57;43
9782.ppm;59;59;0;0;59;59;43
0_1587.ppm;128;128;0;0;128;128;43
1698.ppm;46;46;0;0;46;46;43
298.ppm;75;75;0;0;75;75;43
0_1218.ppm;128;128;0;0;128;128;43
0_1296.ppm;128;128;0;0;128;128;43
0_737.ppm;128;128;0;0;128;128;43
0_1063.ppm;128;128;0;0;128;128;43
3320.ppm;81;81;0;0;81;81;43
3297.ppm;78;78;0;0;78;78;43
10908.ppm;70;70;0;0;70;70;43
0_1586.ppm;128;128;0;0;128;128;43
0_1433.ppm;128;128;0;0;128;128;43
9156.ppm;64;64;0;0;64;64;43
12426.ppm;35;35;0;0;35;35;43
10564.ppm;84;84;0;0;84;84;43
0_1304.ppm;128;128;0;0;128;128;43
0_145.ppm;128;128;0;0;128;128;43
0_269.ppm;128;128;0;0;128;128;43
0_758.ppm;128;128;0;0;128;128;43
0_363.ppm;128;128;0;0;128;128;43
13479.ppm;74;74;0;0;74;74;43
0_323.ppm;128;128;0;0;128;128;43
1468.ppm;88;88;0;0;88;88;43
10734.ppm;42;42;0;0;42;42;43
15786.ppm;65;65;0;0;65;65;43
0_884.ppm;128;128;0;0;128;128;43
12657.ppm;67;67;0;0;67;67;43
6190.ppm;73;73;0;0;73;73;43
8576.ppm;178;178;0;0;178;178;43
0_1255.ppm;128;128;0;0;128;128;43
12687.ppm;62;62;0;0;62;62;43
8095.ppm;97;97;0;0;97;97;43
0_1097.ppm;128;128;0;0;128;128;43
11123.ppm;74;74;0;0;74;74;43
6341.ppm;125;125;0;0;125;125;43
0_96.ppm;128;128;0;0;128;128;43
9779.ppm;72;72;0;0;72;72;43
0_1249.ppm;128;128;0;0;128;128;43
0_982.ppm;128;128;0;0;128;128;43
0_1570.ppm;128;128;0;0;128;128;43
2714.ppm;103;103;0;0;103;103;43
0_985.ppm;128;128;0;0;128;128;43
0_695.ppm;128;128;0;0;128;128;43
2056.ppm;83;83;0;0;83;83;43
7260.ppm;105;105;0;0;105;105;43
9780.ppm;61;61;0;0;61;61;43
0_164.ppm;128;128;0;0;128;128;43
6692.ppm;67;67;0;0;67;67;43
0_806.ppm;128;128;0;0;128;128;43
4295.ppm;92;92;0;0;92;92;43
0_242.ppm;128;128;0;0;128;128;43
1122.ppm;89;89;0;0;89;89;43
0_911.ppm;128;128;0;0;128;128;43
6693.ppm;74;74;0;0;74;74;43
0_1314.ppm;128;128;0;0;128;128;43
13486.ppm;90;90;0;0;90;90;43
10585.ppm;95;95;0;0;95;95;43
0_1443.ppm;128;128;0;0;128;128;43
5845.ppm;110;110;0;0;110;110;43
0_538.ppm;128;128;0;0;128;128;43
0_1200.ppm;128;128;0;0;128;128;43
12141.ppm;68;68;0;0;68;68;43
2835.ppm;79;79;0;0;79;79;43
0_1322.ppm;128;128;0;0;128;128;43
6964.ppm;125;125;0;0;125;125;43
8097.ppm;53;53;0;0;53;53;43
11957.ppm;95;95;0;0;95;95;43
11791.ppm;70;70;0;0;70;70;43
8955.ppm;65;65;0;0;65;65;43
12020.ppm;56;56;0;0;56;56;43
7022.ppm;80;80;0;0;80;80;43
0_1567.ppm;128;128;0;0;128;128;43
7373.ppm;70;70;0;0;70;70;43
3016.ppm;62;62;0;0;62;62;43
4280.ppm;76;76;0;0;76;76;43
349.ppm;82;82;0;0;82;82;43
0_1726.ppm;128;128;0;0;128;128;43
12313.ppm;66;66;0;0;66;66;43
0_1261.ppm;128;128;0;0;128;128;43
6504.ppm;80;80;0;0;80;80;43
0_645.ppm;128;128;0;0;128;128;43
4698.ppm;43;43;0;0;43;43;43
12350.ppm;57;57;0;0;57;57;43
0_11.ppm;128;128;0;0;128;128;43
10847.ppm;92;92;0;0;92;92;43
11363.ppm;53;53;0;0;53;53;43
381.ppm;116;116;0;0;116;116;43
0_625.ppm;128;128;0;0;128;128;43
0_69.ppm;128;128;0;0;128;128;43
10855.ppm;73;73;0;0;73;73;43
9487.ppm;59;59;0;0;59;59;43
11125.ppm;77;77;0;0;77;77;43
11362.ppm;58;58;0;0;58;58;43
0_1665.ppm;128;128;0;0;128;128;43
12022.ppm;61;61;0;0;61;61;43
8254.ppm;68;68;0;0;68;68;43
0_718.ppm;128;128;0;0;128;128;43
0_361.ppm;128;128;0;0;128;128;43
993.ppm;60;60;0;0;60;60;43
0_426.ppm;128;128;0;0;128;128;43
0_959.ppm;128;128;0;0;128;128;43
1504.ppm;90;90;0;0;90;90;43
0_1081.ppm;128;128;0;0;128;128;43
0_1537.ppm;128;128;0;0;128;128;43
0_1642.ppm;128;128;0;0;128;128;43
6589.ppm;61;61;0;0;61;61;43
34.ppm;104;104;0;0;104;104;43
0_1682.ppm;128;128;0;0;128;128;43
3592.ppm;105;105;0;0;105;105;43
0_1769.ppm;128;128;0;0;128;128;43
154.ppm;51;51;0;0;51;51;43
0_764.ppm;128;128;0;0;128;128;43
0_30.ppm;128;128;0;0;128;128;43
2836.ppm;70;70;0;0;70;70;43
11784.ppm;113;113;0;0;113;113;43
12108.ppm;36;36;0;0;36;36;43
9080.ppm;79;79;0;0;79;79;43
0_1788.ppm;128;128;0;0;128;128;43
0_266.ppm;128;128;0;0;128;128;43
5219.ppm;75;75;0;0;75;75;43
2526.ppm;80;80;0;0;80;80;43
0_5.ppm;128;128;0;0;128;128;43
0_1432.ppm;128;128;0;0;128;128;43
5500.ppm;74;74;0;0;74;74;43
0_1632.ppm;128;128;0;0;128;128;43
9153.ppm;74;74;0;0;74;74;43
0_190.ppm;128;128;0;0;128;128;43
5628.ppm;125;125;0;0;125;125;43
0_384.ppm;128;128;0;0;128;128;43
0_455.ppm;128;128;0;0;128;128;43
0_1306.ppm;128;128;0;0;128;128;43
557.ppm;64;64;0;0;64;64;43
13482.ppm;86;86;0;0;86;86;43
12347.ppm;77;77;0;0;77;77;43
0_961.ppm;128;128;0;0;128;128;43
9622.ppm;61;61;0;0;61;61;43
10662.ppm;74;74;0;0;74;74;43
0_1436.ppm;128;128;0;0;128;128;43
14161.ppm;68;68;0;0;68;68;43
0_1311.ppm;128;128;0;0;128;128;43
1402.ppm;67;67;0;0;67;67;43
0_640.ppm;128;128;0;0;128;128;43
0_1133.ppm;128;128;0;0;128;128;43
12051.ppm;71;71;0;0;71;71;43
0_1350.ppm;128;128;0;0;128;128;43
0_1173.ppm;128;128;0;0;128;128;43
0_448.ppm;128;128;0;0;128;128;43
0_1408.ppm;128;128;0;0;128;128;43
1289.ppm;79;79;0;0;79;79;43
12033.ppm;102;102;0;0;102;102;43
0_162.ppm;128;128;0;0;128;128;43
0_705.ppm;128;128;0;0;128;128;43
0_481.ppm;128;128;0;0;128;128;43
4695.ppm;79;79;0;0;79;79;43
3948.ppm;50;50;0;0;50;50;43
1130.ppm;77;77;0;0;77;77;43
0_91.ppm;128;128;0;0;128;128;43
0_1283.ppm;128;128;0;0;128;128;43
0_1559.ppm;128;128;0;0;128;128;43
0_989.ppm;128;128;0;0;128;128;43
9783.ppm;61;61;0;0;61;61;43
9998.ppm;59;59;0;0;59;59;43
0_771.ppm;128;128;0;0;128;128;43
0_521.ppm;128;128;0;0;128;128;43
0_630.ppm;128;128;0;0;128;128;43
11372.ppm;65;65;0;0;65;65;43
14897.ppm;43;43;0;0;43;43;43
13054.ppm;38;38;0;0;38;38;43
10577.ppm;76;76;0;0;76;76;43
0_1773.ppm;128;128;0;0;128;128;43
0_1613.ppm;128;128;0;0;128;128;43
6869.ppm;88;88;0;0;88;88;43
11547.ppm;105;105;0;0;105;105;43
9627.ppm;55;55;0;0;55;55;43
0_213.ppm;128;128;0;0;128;128;43
0_82.ppm;128;128;0;0;128;128;43
0_1793.ppm;128;128;0;0;128;128;43
10749.ppm;39;39;0;0;39;39;43
3829.ppm;76;76;0;0;76;76;43
2055.ppm;75;75;0;0;75;75;43
4048.ppm;74;74;0;0;74;74;43
1089.ppm;68;68;0;0;68;68;43
6358.ppm;183;183;0;0;183;183;43
0_1688.ppm;128;128;0;0;128;128;43
0_1779.ppm;128;128;0;0;128;128;43
8676.ppm;63;63;0;0;63;63;43
0_332.ppm;128;128;0;0;128;128;43
0_745.ppm;128;128;0;0;128;128;43
9731.ppm;67;67;0;0;67;67;43
10850.ppm;101;101;0;0;101;101;43
1228.ppm;60;60;0;0;60;60;43
6430.ppm;70;70;0;0;70;70;43
3588.ppm;161;161;0;0;161;161;43
6085.ppm;105;105;0;0;105;105;43
0_895.ppm;128;128;0;0;128;128;43
8341.ppm;116;116;0;0;116;116;43
0_1372.ppm;128;128;0;0;128;128;43
0_409.ppm;128;128;0;0;128;128;43
0_1.ppm;128;128;0;0;128;128;43
8954.ppm;60;60;0;0;60;60;43
0_286.ppm;128;128;0;0;128;128;43
2143.ppm;74;74;0;0;74;74;43
0_498.ppm;128;128;0;0;128;128;43
0_1477.ppm;128;128;0;0;128;128;43
0_101.ppm;128;128;0;0;128;128;43
15788.ppm;71;71;0;0;71;71;43
0_1242.ppm;128;128;0;0;128;128;43
12926.ppm;77;77;0;0;77;77;43
10779.ppm;77;77;0;0;77;77;43
0_1002.ppm;128;128;0;0;128;128;43
0_1770.ppm;128;128;0;0;128;128;43
8536.ppm;71;71;0;0;71;71;43
7261.ppm;105;105;0;0;105;105;43
0_474.ppm;128;128;0;0;128;128;43
0_1434.ppm;128;128;0;0;128;128;43
4358.ppm;73;73;0;0;73;73;43
0_1362.ppm;128;128;0;0;128;128;43
5644.ppm;91;91;0;0;91;91;43
0_1210.ppm;128;128;0;0;128;128;43
0_777.ppm;128;128;0;0;128;128;43
0_1784.ppm;128;128;0;0;128;128;43
11966.ppm;38;38;0;0;38;38;43
1685.ppm;46;46;0;0;46;46;43
0_697.ppm;128;128;0;0;128;128;43
0_940.ppm;128;128;0;0;128;128;43
0_1342.ppm;128;128;0;0;128;128;43
0_230.ppm;128;128;0;0;128;128;43
9497.ppm;62;62;0;0;62;62;43
10179.ppm;66;66;0;0;66;66;43
0_1018.ppm;128;128;0;0;128;128;43
0_1661.ppm;128;128;0;0;128;128;43
12383.ppm;75;75;0;0;75;75;43
0_709.ppm;128;128;0;0;128;128;43
0_605.ppm;128;128;0;0;128;128;43
0_204.ppm;128;128;0;0;128;128;43
7650.ppm;50;50;0;0;50;50;43
0_867.ppm;128;128;0;0;128;128;43
12656.ppm;65;65;0;0;65;65;43
6483.ppm;77;77;0;0;77;77;43
0_1552.ppm;128;128;0;0;128;128;43
3585.ppm;97;97;0;0;97;97;43
3942.ppm;38;38;0;0;38;38;43
0_722.ppm;128;128;0;0;128;128;43
0_1187.ppm;128;128;0;0;128;128;43
0_1454.ppm;128;128;0;0;128;128;43
0_143.ppm;128;128;0;0;128;128;43
0_943.ppm;128;128;0;0;128;128;43
0_303.ppm;128;128;0;0;128;128;43
5618.ppm;74;74;0;0;74;74;43
11919.ppm;70;70;0;0;70;70;43
6062.ppm;72;72;0;0;72;72;43
0_620.ppm;128;128;0;0;128;128;43
0_262.ppm;128;128;0;0;128;128;43
14395.ppm;66;66;0;0;66;66;43
0_460.ppm;128;128;0;0;128;128;43
10198.ppm;43;43;0;0;43;43;43
8328.ppm;76;76;0;0;76;76;43
0_1609.ppm;128;128;0;0;128;128;43
7513.ppm;71;71;0;0;71;71;43
0_1455.ppm;128;128;0;0;128;128;43
10030.ppm;73;73;0;0;73;73;43
0_1290.ppm;128;128;0;0;128;128;43
9648.ppm;65;65;0;0;65;65;43
0_849.ppm;128;128;0;0;128;128;43
